                             component htbin njetbin mhtbin        jet_pt      n   nvar
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 316.227766017      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 354.813389234      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 398.107170553     24     24
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 446.683592151     33     33
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 501.187233627     67     67
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200  562.34132519     80     80
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200  630.95734448    147    147
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 707.945784384    153    153
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 794.328234724     94     94
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 891.250938134     66     66
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200        1000.0     33     33
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200  1122.0184543     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 1258.92541179      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 1412.53754462      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 1584.89319246      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    200 1778.27941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 354.813389234      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 398.107170553      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 446.683592151      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 501.187233627     10     10
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400  562.34132519     13     13
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400  630.95734448     15     15
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 707.945784384     30     30
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 794.328234724     48     48
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 891.250938134     39     39
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400        1000.0     19     19
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400  1122.0184543     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 1258.92541179      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 1412.53754462      8      8
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 1584.89319246      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 1778.27941004      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    400 1995.26231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 354.813389234      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 398.107170553      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 446.683592151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 501.187233627      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600  562.34132519      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600  630.95734448      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 707.945784384      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 794.328234724     10     10
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 891.250938134      7      7
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600        1000.0     12     12
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600  1122.0184543      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 1258.92541179      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 1412.53754462      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 1584.89319246      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 1778.27941004      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 1995.26231497      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       3    600 2238.72113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200  112.20184543      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 125.892541179      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 199.526231497      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 223.872113857      7      7
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 251.188643151      8      8
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 281.838293126     32     32
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 316.227766017     52     52
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 354.813389234     91     91
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 398.107170553    139    139
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 446.683592151    146    146
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 501.187233627    146    146
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200  562.34132519    128    128
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200  630.95734448    119    119
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 707.945784384     97     97
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 794.328234724     66     66
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 891.250938134     46     46
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200        1000.0     16     16
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200  1122.0184543     10     10
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 1258.92541179      9      9
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 1412.53754462      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    200 1584.89319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 141.253754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 158.489319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 199.526231497      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 223.872113857      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 251.188643151      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 281.838293126      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 316.227766017      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 354.813389234     10     10
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 398.107170553     13     13
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 446.683592151     20     20
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 501.187233627     24     24
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400  562.34132519     16     16
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400  630.95734448     24     24
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 707.945784384     28     28
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 794.328234724     27     27
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 891.250938134     13     13
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400        1000.0     16     16
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400  1122.0184543      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 1258.92541179      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 1412.53754462      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 1584.89319246      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    400 1778.27941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 177.827941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 199.526231497      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 251.188643151      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 281.838293126      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 316.227766017      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 354.813389234      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 398.107170553      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 446.683592151      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 501.187233627      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600  562.34132519      5      5
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600  630.95734448      4      4
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 707.945784384      6      6
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 794.328234724      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 891.250938134      2      2
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600        1000.0      8      8
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600  1122.0184543      3      3
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 1258.92541179      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 1412.53754462      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 1584.89319246      1      1
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 1778.27941004      0      0
 TTJets_SingleLeptFromTbar_madgraphMLM  1200       6    600 1995.26231497      0      0
                    TTJets_madgraphMLM   400       2    200 199.526231497      3      3
                    TTJets_madgraphMLM   400       2    200 223.872113857      5      5
                    TTJets_madgraphMLM   400       2    200 251.188643151      6      6
                    TTJets_madgraphMLM   400       2    200 281.838293126     34     34
                    TTJets_madgraphMLM   400       2    200 316.227766017     53     53
                    TTJets_madgraphMLM   400       2    200 354.813389234     67     67
                    TTJets_madgraphMLM   400       2    200 398.107170553     51     51
                    TTJets_madgraphMLM   400       2    200 446.683592151     36     36
                    TTJets_madgraphMLM   400       2    200 501.187233627      8      8
                    TTJets_madgraphMLM   400       2    200  562.34132519      1      1
                    TTJets_madgraphMLM   400       2    200  630.95734448      0      0
                    TTJets_madgraphMLM   400       2    400 199.526231497      1      1
                    TTJets_madgraphMLM   400       2    400 223.872113857      6      6
                    TTJets_madgraphMLM   400       2    400 251.188643151      5      5
                    TTJets_madgraphMLM   400       2    400 281.838293126      4      4
                    TTJets_madgraphMLM   400       2    400 316.227766017     14     14
                    TTJets_madgraphMLM   400       2    400 354.813389234     10     10
                    TTJets_madgraphMLM   400       2    400 398.107170553     11     11
                    TTJets_madgraphMLM   400       2    400 446.683592151     13     13
                    TTJets_madgraphMLM   400       2    400 501.187233627     11     11
                    TTJets_madgraphMLM   400       2    400  562.34132519      7      7
                    TTJets_madgraphMLM   400       2    400  630.95734448      1      1
                    TTJets_madgraphMLM   400       2    400 707.945784384      0      0
                    TTJets_madgraphMLM   400       2    600 199.526231497      0      0
                    TTJets_madgraphMLM   400       2    600 223.872113857      0      0
                    TTJets_madgraphMLM   400       2    600 251.188643151      0      0
                    TTJets_madgraphMLM   400       2    600 281.838293126      0      0
                    TTJets_madgraphMLM   400       2    600 316.227766017      0      0
                    TTJets_madgraphMLM   400       2    600 354.813389234      0      0
                    TTJets_madgraphMLM   400       2    600 398.107170553      0      0
                    TTJets_madgraphMLM   400       2    600 446.683592151      0      0
                    TTJets_madgraphMLM   400       2    600 501.187233627      0      0
                    TTJets_madgraphMLM   400       2    600  562.34132519      0      0
                    TTJets_madgraphMLM   400       2    600  630.95734448      1      1
                    TTJets_madgraphMLM   400       2    600 707.945784384      0      0
                    TTJets_madgraphMLM   400       3    200           100     41     41
                    TTJets_madgraphMLM   400       3    200  112.20184543    148    148
                    TTJets_madgraphMLM   400       3    200 125.892541179    369    369
                    TTJets_madgraphMLM   400       3    200 141.253754462    569    569
                    TTJets_madgraphMLM   400       3    200 158.489319246    932    932
                    TTJets_madgraphMLM   400       3    200 177.827941004   1179   1179
                    TTJets_madgraphMLM   400       3    200 199.526231497   1371   1371
                    TTJets_madgraphMLM   400       3    200 223.872113857   1368   1368
                    TTJets_madgraphMLM   400       3    200 251.188643151   1165   1165
                    TTJets_madgraphMLM   400       3    200 281.838293126   1006   1006
                    TTJets_madgraphMLM   400       3    200 316.227766017    716    716
                    TTJets_madgraphMLM   400       3    200 354.813389234    541    541
                    TTJets_madgraphMLM   400       3    200 398.107170553    354    354
                    TTJets_madgraphMLM   400       3    200 446.683592151    163    163
                    TTJets_madgraphMLM   400       3    200 501.187233627     33     33
                    TTJets_madgraphMLM   400       3    200  562.34132519      0      0
                    TTJets_madgraphMLM   400       3    400           100      0      0
                    TTJets_madgraphMLM   400       3    400  112.20184543      0      0
                    TTJets_madgraphMLM   400       3    400 125.892541179      2      2
                    TTJets_madgraphMLM   400       3    400 141.253754462      1      1
                    TTJets_madgraphMLM   400       3    400 158.489319246      7      7
                    TTJets_madgraphMLM   400       3    400 177.827941004     14     14
                    TTJets_madgraphMLM   400       3    400 199.526231497     26     26
